product_id,scope,position,name,url,width,height,format,risk
10000043732626,sku_color,1,White,https://sc04.alicdn.com/kf/Se290434e457e4468a559c74f48da7890V.png,800,800,PNG,
10000043732626,sku_color,2,Black White,https://sc04.alicdn.com/kf/Sd57a125326b840689de34d39afcea32fa.png,800,800,PNG,
10000043732626,sku_color,3,Black,https://sc04.alicdn.com/kf/S2401593c09494a71a98605dd40d69a5db.png,800,800,PNG,
10000043732626,detail,1,Scene image,https://sc04.alicdn.com/kf/H9fdb4293cdf542f88ff17b487b1a0d13E.jpg,1200,1200,JPEG,DETAIL_DUPLICATES_MAIN
10000043732626,detail,2,Other product images,https://sc04.alicdn.com/kf/H97af2ef343634e7cbc0a91a9daac8883Y.jpg,1200,1200,JPEG,DETAIL_DUPLICATES_MAIN
10000043732626,detail,3,Factory profile,https://sc04.alicdn.com/kf/Sb9164c7402d6413d9db22b0cf5c2f268x.png,1500,1750,PNG,
10000043732626,detail,4,Product dimensions,https://sc04.alicdn.com/kf/S6a9d8387ea1d495bb5edd5a4909d7e55y.jpg,1200,1200,JPEG,
10000043732626,detail,5,Other product images,https://sc04.alicdn.com/kf/H94830f98fbe548f1a98cd90cf0dc7d4dF.jpg,1200,1200,JPEG,DETAIL_DUPLICATES_MAIN
10000043732626,detail,6,Scene image,https://sc04.alicdn.com/kf/Sc93af179d23a4b01bc9a2f33418a10b2Q.png,1500,1750,PNG,
10000043732626,company,1,Production workflow,https://sc04.alicdn.com/kf/Sc1dc6ec7d435404db6a31c6938a734a0g.png,1254,1254,PNG,
10000043732626,company,2,Packaging & shipping specifications,https://sc04.alicdn.com/kf/S2a3af5690d524680824086ad8419dbc9G.png,1254,1254,PNG,
10000043732626,company,3,Factory profile,https://sc04.alicdn.com/kf/Sdc4e18f098e142b797df687e8befbfa14.png,1500,1492,PNG,
10000043732626,company,4,Competitive advantages,https://sc04.alicdn.com/kf/Sfea34bbd56ae4d0583aa855838eb1454F.png,1500,1364,PNG,
10000043732626,company,5,Extended company profile,https://sc04.alicdn.com/kf/Sf587c854711748af9759e77ce5aeb03c3.png,1254,1254,PNG,
10000047221334,sku_color,1,Black/White,https://sc04.alicdn.com/kf/Sdd7c1969f2fa4f4bb854cb19c04bdb2aa.jpg,1000,1000,JPEG,
10000047221334,sku_color,2,All Black,https://sc04.alicdn.com/kf/S9352f71669e6455aabe20ad7ac41073fm.jpg,1000,1000,JPEG,
10000047221334,sku_color,3,White/Green,https://sc04.alicdn.com/kf/S60d0965012c34c49878c5e3ae6a1d26aK.jpg,1000,1000,JPEG,
10000047221334,sku_color,4,White/Grey,https://sc04.alicdn.com/kf/Sa4659d92c4f5477288d68f3f4673191f7.jpg,1000,1000,JPEG,
10000047221334,sku_color,5,White/Purple,https://sc04.alicdn.com/kf/S7040a856ef4147e29edb3de8e8b02395K.jpg,1000,1000,JPEG,
10000047221334,sku_color,6,White/Pink,https://sc04.alicdn.com/kf/S2932b14953194ad7be3e9ae17a9a74abl.jpg,1000,1000,JPEG,
10000047221334,detail,1,Product dimensions,https://sc04.alicdn.com/kf/S7689a2677a184b0f9e58ddc0d5313aaex.jpg,1200,1200,JPEG,
10000047221334,detail,2,Other product images,https://sc04.alicdn.com/kf/Sc0343298ec604d7993acd5f4e34753d3R.jpg,1200,1200,JPEG,
10000047221334,detail,3,Scene image,https://sc04.alicdn.com/kf/S1e60c214d4734686b1a3b02d36826c9bZ.jpg,1200,1200,JPEG,
10000047221334,detail,4,Detail shot,https://sc04.alicdn.com/kf/Sc96faa9609ec4bd3b061b6897898db0ca.jpg,1200,1200,JPEG,
10000047221334,company,1,Production workflow,https://sc04.alicdn.com/kf/Sdc4e18f098e142b797df687e8befbfa14.png,1500,1492,PNG,
10000047221334,company,2,Company overview,https://sc04.alicdn.com/kf/Sf587c854711748af9759e77ce5aeb03c3.png,1254,1254,PNG,
10000047221334,company,3,Factory profile,https://sc04.alicdn.com/kf/Sfea34bbd56ae4d0583aa855838eb1454F.png,1500,1364,PNG,
10000047221334,company,4,Customization capabilities,https://sc04.alicdn.com/kf/S2a3af5690d524680824086ad8419dbc9G.png,1254,1254,PNG,
10000047221334,company,5,Packaging & shipping specifications,https://sc04.alicdn.com/kf/Sc1dc6ec7d435404db6a31c6938a734a0g.png,1254,1254,PNG,
10000047166193,sku_color,1,Black/White,https://sc04.alicdn.com/kf/S0184f2a92f224df78f691c34169aacd2q.png,1254,1254,PNG,
10000047166193,sku_color,2,All Black,https://sc04.alicdn.com/kf/S1d4045fb93b246a79c460fc5a674430dK.png,1254,1254,PNG,
10000047166193,sku_color,3,Beige,https://sc04.alicdn.com/kf/S9c44f775bc5b497d8454113dc97c9ae12.png,1254,1254,PNG,
10000047166193,detail,1,Other product images,https://sc04.alicdn.com/kf/S5cd02b5aa1684c07a4cf37cd5bed055a8.png,1254,1254,PNG,
10000047166193,detail,2,Product dimensions,https://sc04.alicdn.com/kf/S75d748a13f0d4b33aa5c030f6139bc54d.png,1254,1254,PNG,
10000047166193,detail,3,Scene image,https://sc04.alicdn.com/kf/S2b67d1f2068c4f4a8b0a078ccd6821a8I.png,1254,1254,PNG,
10000047166193,detail,4,Detail shot,https://sc04.alicdn.com/kf/Se96960078f164472a9d65748706a2dacn.png,1254,1254,PNG,
10000047166193,company,1,Factory profile,https://sc04.alicdn.com/kf/Sfea34bbd56ae4d0583aa855838eb1454F.png,1500,1364,PNG,
10000047166193,company,2,Packaging & shipping specifications,https://sc04.alicdn.com/kf/Sc1dc6ec7d435404db6a31c6938a734a0g.png,1254,1254,PNG,
10000047166193,company,3,Customization capabilities,https://sc04.alicdn.com/kf/S2a3af5690d524680824086ad8419dbc9G.png,1254,1254,PNG,
10000047166193,company,4,Company overview,https://sc04.alicdn.com/kf/Sf587c854711748af9759e77ce5aeb03c3.png,1254,1254,PNG,
10000047166193,company,5,Production workflow,https://sc04.alicdn.com/kf/Sdc4e18f098e142b797df687e8befbfa14.png,1500,1492,PNG,
10000044007878,sku_color,1,Lavender,https://sc04.alicdn.com/kf/S62a4d98d960f406f8791e22bf72b39c14.jpg,900,900,JPEG,
10000044007878,sku_color,2,Cream,https://sc04.alicdn.com/kf/S45b41b29065e450e86b3db1c52b556352.jpg,900,900,JPEG,
10000044007878,sku_color,3,Black,https://sc04.alicdn.com/kf/S59fd2fd8f3b0458fa053966057219978V.jpg,900,900,JPEG,
10000044007878,sku_color,4,Black White,https://sc04.alicdn.com/kf/S1de5f57933974623b133a3dc835f6c4bO.jpg,900,900,JPEG,
